lemma,bridge_rank,pos,,
pistoriensis,20965,Adjective,,
descensus,10611,Noun,,
ferentarius,17604,Noun,,
incruentus,7285,Adjective,,
theophrastus,8659,Noun,,
exonero,5946,Verb,,
concursatio,10193,Noun,,
dissolutio,9485,Noun,,
puerilitas,17604,Noun,,
frivolus,7827,Adjective,,
fluctuor,7010,Verb,,
pupillus,4054,Noun,,
spado,4918,Noun,,
chaerea,8902,Noun,,
algeo,5038,Verb,,
contumeliosus,4639,Adjective,,
parabilis,11106,Adjective,,
tentorium,5231,Noun,,
caelatura,17604,Noun,,
congregatio,12372,Noun,,
hecato(n),10193,Noun,,
praesentia,4201,Noun,,
venturum,12372,Noun,,
honestum,2577,Noun,,
transfundo,8659,Verb,,
zeno,5379,Noun,,
cleanthes,8017,Noun,,
aristoteles,5102,Noun,,
socrates,2663,Noun,,
metrodorus,8659,Noun,,
hermarchus,12372,Noun,,
mercedula,15606,Noun,,
conversatio,5593,Noun,,
allino,15606,Verb,,
desideo,10193,Verb,,
laxamentum,13204,Noun,,
homicidium,8902,Noun,,
postulaticius,20965,Adjective,,
concinno,5758,Verb,,
emollio,8902,Verb,,
affrico,15606,Verb,,
devito,7620,Verb,,
intellectus,5379,Noun,,
democritus,5850,Noun,,
admonitio,5038,Noun,,
compositio,6216,Noun,,
persano,20965,Verb,,
suspiciosus,6032,Adjective,,
eminens,6032,Adjective,,
cernulo,20965,Verb,,
allido,11694,Verb,,
culmus,7285,Noun,,
complico,9184,Verb,,
togata,13204,Noun,,
publilius,13204,Noun,,
excalceo,14166,Verb,,
cothurnatus,10611,Adjective,,
stilbon,11694,Noun,,
ambiguitas,13204,Noun,,
invulnerabilis,14166,Adjective,,
phidias,7827,Noun,,
amatorium,15606,Noun,,
oblectamentum,6619,Noun,,
negotiatio,9485,Noun,,
irritatio,13204,Noun,,
appetitio,11106,Noun,,
poliorcetes,17604,Noun,,
numquis,3133,Pronoun,,
indemnis,15606,Adjective,,
concremo,11106,Verb,,
obiurgator,13204,Noun,,
expungo,12372,Verb,,
crates,9485,Noun,,
insusurro,12372,Verb,,
ingenitus,12372,Adjective,,
collido,7285,Verb,,
affundo,7010,Verb,,
fabianus,6414,Adjective,,
inexercitatus,15606,Adjective,,
temperatura,11694,Noun,,
iniussus,8659,Adjective,,
clausula,8902,Noun,,
retorridus,13204,Adjective,,
circumfidio,15606,Verb,,
decrepitus,8421,Adjective,,
sigillaria,20965,Noun,,
philositus,20965,Noun,,
deliro,8421,Verb,,
ebrietas,4405,Noun,,
tegula,6512,Noun,,
multiplicatio,14166,Noun,,
heraclitus,8902,Noun,,
contractus,10193,Adjective,,
productus,15606,Adjective,,
pacuvius,9796,Noun,,
exoletus,9796,Adjective,,
symphonia,6216,Noun,,
obrussa,17604,Noun,,
sugillo,20965,Verb,,
supplanto,13204,Verb,,
contestor,9796,Verb,,
colaphus,10193,Noun,,
comploro,9796,Verb,,
nescioquomodo,15606,Adverb,,
praenuntio,14166,Verb,,
evidens,8902,Adjective,,
suppuratio,17604,Noun,,
convolvo,9184,Verb,,
emolumentum,6312,Noun,,
forensis,4814,Adjective,,
philosophor,7620,Verb,,
pessumdo,11694,Verb,,
sputum,9796,Noun,,
kalendarium,13204,Noun,,
phreneticus,12372,Adjective,,
sagina,8421,Noun,,
desudo,9485,Verb,,
cardiacus,15606,Adjective,,
fullonius,15606,Adjective,,
litigo,5379,Verb,,
vociferatio,10193,Noun,,
desaevio,12372,Verb,,
baba,17604,Noun,,
ision,20965,Noun,,
solidum,7010,Noun,,
coloratus,10611,Adjective,,
fabrico,4639,Verb,,
exiguum,7129,Noun,,
additamentum,14166,Noun,,
scapulae,7010,Noun,,
valedico,14166,Verb,,
mutuum,11106,Noun,,
vomito,15606,Verb,,
timoneus,20965,Adjective,,
sagum,6216,Noun,,
dupondius,17604,Noun,,
charinus,8017,Noun,,
saturitas,10193,Noun,,
frustum,5294,Noun,,
hordeaceus,10611,Adjective,,
numeratio,17604,Noun,,
scintilla,7827,Noun,,
salutator,9796,Noun,,
aviditas,6032,Noun,,
castro,8421,Verb,,
versura,10611,Noun,,
visceratio,15606,Noun,,
inconstantia,6414,Noun,,
definitio,8659,Noun,,
exceptiuncula,20965,Noun,,
imaginarius,14166,Adjective,,
permadesco,14166,Verb,,
vellico,11106,Verb,,
megistanes,15606,Noun,,
satrapes,6882,Noun,,
progener,14166,Noun,,
dignatio,6312,Noun,,
pythocles,13204,Noun,,
inclinatio,6216,Noun,,
longinquus,8017,Noun,,
dormito,9485,Verb,,
infamo,7285,Verb,,
incomitatus,9184,Adjective,,
tergiversor,10193,Verb,,
prorito,15606,Verb,,
fidens,8421,Adjective,,
delicatus,9485,Noun,,
hilariculus,20965,Adjective,,
perfusorius,20965,Adjective,,
invecticius,20965,Adjective,,
conculco,7620,Verb,,
explanatio,15606,Noun,,
destillo,10611,Verb,,
irrogo,7010,Verb,,
transverbero,9184,Verb,,
maiusculus,20965,Adjective,,
personatus,17604,Adjective,,
machinamentum,11106,Noun,,
excarnifico,13204,Verb,,
particulatim,11694,Adverb,,
exclamatio,11694,Noun,,
laceratio,9485,Noun,,
podagricus,11694,Adjective,,
stomachicus,20965,Noun,,
depravatio,15606,Noun,,
epicureus,8902,Adjective,,
cantilena,14166,Noun,,
larvalis,12372,Adjective,,
minutatim,8216,Adverb,,
stillicidium,10611,Noun,,
infulcio,14166,Verb,,
procursus,11106,Noun,,
quadragenarius,17604,Adjective,,
intractabilis,11106,Adjective,,
intemperantia,5675,Noun,,
intermissio,8216,Noun,,
lenocinium,7620,Noun,,
dedisco,6882,Verb,,
valetudinarium,13204,Noun,,
delegatio,17604,Noun,,
indecenter,15606,Adverb,,
tribus,2650,Noun,,
persaluto,14166,Verb,,
compendaria,14166,Noun,,
hesiodus,10611,Noun,,
satellius,17604,Noun,,
arrosor,20965,Noun,,
arrisor,20965,Noun,,
derisor,9796,Noun,,
analecta,15606,Noun,,
centeni,4981,Number,,
colluctor,9796,Verb,,
rixor,8216,Verb,,
diogenes,5946,Noun,,
cynicus,6032,Adjective,,
obsilefacio,17604,Verb,,
deerro,10193,Verb,,
congiarium,6116,Noun,,
ariston,7827,Noun,,
peripateticus,7620,Adjective,,
graecinus,13204,Noun,,
rabo,20965,Verb,,
academicus,9485,Adjective,,
pantomimicus,20965,Adjective,,
exsugo,13204,Verb,,
aliquatenus,11106,Adverb,,
discindo,6740,Verb,,
at–tempero,20965,Verb,,
revivo,12372,Verb,,
distractio,15606,Noun,,
obdo,10193,Verb,,
spissamentum,17604,Noun,,
firmamentum,6116,Noun,,
strigo,20965,Verb,,
admisceo,5102,Verb,,
mixtura,10611,Noun,,
imperitia,8659,Noun,,
tolerantia,11694,Noun,,
consono,8421,Verb,,
penninus,13204,Adjective,,
candavia,14166,Noun,,
procuratiuncula,20965,Noun,,
hospitor,14166,Verb,,
conversor,8659,Verb,,
compilo,8216,Verb,,
adiectio,9485,Noun,,
supergredior,10193,Verb,,
inaequalitas,10611,Noun,,
refertus,4455,Adjective,,
manuleatus,17604,Adjective,,
ocliferius,20965,Adjective,,
posidonius,6740,Noun,,
summatim,13204,Adverb,,
mendicus,5758,Adjective,,
insido,5946,Verb,,
chria,20965,Noun,,
processus,9184,Noun,,
elementarius,20965,Adjective,,
decoquo,6312,Verb,,
quomodocumque,15606,Adverb,,
aggero,6512,Verb,,
conservatio,9184,Noun,,
auctoramentum,11106,Noun,,
lucrifico,17604,Verb,,
missio,5379,Noun,,
breviarium,20965,Noun,,
summarium,20965,Noun,,
notor,15606,Noun,,
actuosus,14166,Adjective,,
impotenitia,7285,Noun,,
serapion,17604,Noun,,
istuc,4814,Adverb,,
abundans,7827,Adjective,,
circulor,14166,Verb,,
exilitas,15606,Noun,,
praetervolo,14166,Verb,,
pedetemptim,11106,Adverb,,
vinicius,9485,Noun,,
asellius,14166,Noun,,
tractim,13204,Adverb,,
haterius,7827,Noun,,
interpungo,20965,Verb,,
gradarius,20965,Adjective,,
perfrico,9184,Verb,,
tardiliquus,20965,Adjective,,
aedituus,14166,Noun,,
observator,10611,Noun,,
obtentus,9796,Noun,,
laxitas,9796,Noun,,
excavo,13204,Verb,,
opacitas,12372,Noun,,
contrecto,8017,Verb,,
bratteatus,15606,Adjective,,
volaticus,14166,Adjective,,
insitor,17604,Noun,,
stemma,5675,Noun,,
fastidiose,12372,Adverb,,
fumosus,6512,Adjective,,
inconcussus,7285,Adjective,,
cavillatio,11106,Noun,,
captiosus –a,11106,Adjective,,
dinosco,7010,Verb,,
collectio,9485,Noun,,
praestigiator,14166,Noun,,
acetabulum,14166,Noun,,
captio,14166,Noun,,
sophisma,15606,Noun,,
dissulto,11694,Verb,,
habitator,10611,Noun,,
pseudomenos,20965,Noun,,
dialecticus,12372,Noun,,
conserva,6882,Noun,,
desuesco,10611,Verb,,
sternumentum,17604,Noun,,
discumbo,4639,Verb,,
temulentus,6619,Adjective,,
clunis,7452,Noun,,
altilis,9485,Adjective,,
glaber,17604,Adjective,,
retero,20965,Verb,,
censura,5294,Noun,,
obsonator,15606,Noun,,
dominicus,5946,Adjective,,
nauseabundus,17604,Adjective,,
callistus,9796,Noun,,
reiculus,17604,Adjective,,
decuria,7010,Noun,,
apologo,20965,Verb,,
dareus,1881,Noun,,
anicula,8216,Noun,,
ancillula,11106,Noun,,
castigatio,8902,Noun,,
consortium,6116,Noun,,
distorqueo,8421,Verb,,
conclusio,6619,Noun,,
rodo,5379,Verb,,
muscipula,20965,Noun,,
lusorius,12372,Adjective,,
volutatio,10611,Noun,,
implicatus,14166,Adjective,,
argutiae,10193,Noun,,
album,8902,Noun,,
praestringo,6882,Verb,,
praescriptio,10611,Noun,,
pompe(i)i,7827,Noun,,
coercitio,11694,Noun,,
sotion,15606,Noun,,
lascivio,6216,Verb,,
vafritia,20965,Noun,,
suffossio,17604,Noun,,
aequanimitas,14166,Noun,,
calliditas,7129,Noun,,
harpastes,20965,Noun,,
re–corrigo,17604,Verb,,
pravitas,7129,Noun,,
sudatorium,17604,Noun,,
nedum,5102,Adverb,,
sagino,6414,Verb,,
subtero,15606,Verb,,
confragosus,12372,Adjective,,
verna,6116,Noun,,
praenavigo,14166,Verb,,
coactor,11106,Noun,,
ingemisco,6032,Verb,,
pythagoras,4981,Noun,,
decentia,20965,Noun,,
antistes,5379,Noun,,
puteolus,8902,Adjective,,
nesis,20965,Noun,,
psychroluta,17604,Noun,,
gausapatus,17604,Adjective,,
nauseator,20965,Noun,,
unctio,13204,Noun,,
corporalis,6882,Adjective,,
motiuncula,17604,Noun,,
perpessicius,17604,Adjective,,
punctiuncula,17604,Noun,,
suffocatio,20965,Noun,,
vatia,12372,Noun,,
oblitesco,17604,Verb,,
acherusius,13204,Adjective,,
sibilus,10611,Noun,,
respiratio,15606,Noun,,
pilicrepus,20965,Noun,,
scordalus,15606,Noun,,
alipilus,20965,Noun,,
stridulus,9796,Adjective,,
biberarius,20965,Noun,,
botularius,14166,Noun,,
crustularius,17604,Noun,,
insignitus,10611,Adjective,,
modulatio,11106,Noun,,
salutatio,6312,Noun,,
avicatio,20965,Noun,,
circumstrepo,10611,Verb,,
serrarius,20965,Noun,,
meta,20965,Noun,,
tubula,20965,Noun,,
pausarius,20965,Noun,,
tractatio,9485,Noun,,
recrudesco,14166,Verb,,
obirascor,11694,Verb,,
accidens,14166,Noun,,
arieto,9796,Verb,,
ceroma,9796,Noun,,
aphe,6882,Noun,,
crypta,14166,Noun,,
neapolitanus,10611,Adjective,,
caligo,7620,Verb,,
crepido,10611,Noun,,
purulentus,15606,Adjective,,
inspectio,11106,Noun,,
succido,9485,Verb,,
incogitatus,13204,Adjective,,
vigiliarium,20965,Noun,,
extero,10193,Verb,,
effligo,11694,Verb,,
praetero,17604,Verb,,
oestrus,10611,Noun,,
asilus,15606,Noun,,
silarus,17604,Noun,,
alburnus,17604,Noun,,
praeparatio,12372,Noun,,
essentia,15606,Noun,,
inanimus,7452,Adjective,,
incorporalis,8017,Adjective,,
specialis,10193,Adjective,,
substantia,5294,Noun,,
cogitabilis,15606,Adjective,,
idea,9485,Noun,,
inviolabilis,9184,Adjective,,
idos,12372,Noun,,
caelator,13204,Noun,,
notio,9485,Noun,,
reformatio,10611,Noun,,
deductio,9184,Noun,,
exsorbeo,9184,Verb,,
praemorior,11694,Verb,,
elatio,15606,Noun,,
translatio,9796,Noun,,
plausibilis,14166,Adjective,,
parabila,15606,Noun,,
expando,10611,Verb,,
persedeo,14166,Verb,,
infatuo,14166,Verb,,
suppuro,11694,Verb,,
satio,8421,Noun,,
conditivum,17604,Noun,,
converso,13204,Verb,,
conchyliatus,14166,Adjective,,
seminudus,12372,Adjective,,
placenta,7129,Noun,,
retractatio,17604,Noun,,
pertritus,20965,Adjective,,
consolator,14166,Noun,,
inveteratus,7129,Adjective,,
serenus,7620,Noun,,
cavillor,9796,Verb,,
col–levo,20965,Verb,,
palpebrae,12372,Noun,,
antemeridianus,13204,Adjective,,
pomeridianus,11694,Adjective,,
dirўphirus,20965,Noun,,
diadumenos,20965,Noun,,
scalprum,14166,Noun,,
evagatio,20965,Noun,,
contremisco,11106,Verb,,
claranus,13204,Noun,,
honestamentum,17604,Noun,,
condeciro,13204,Verb,,
accessio,4814,Noun,,
inseparabilis,11694,Adjective,,
divinum,9796,Noun,,
perpessio,14166,Noun,,
indeclinabilis,15606,Adjective,,
tergiversatio,13204,Noun,,
incoactus,20965,Adjective,,
morbidus,9485,Adjective,,
dominium,8659,Noun,,
luscus,6414,Adjective,,
crispulus,13204,Adjective,,
optablilis,5170,Adjective,,
differentia,7285,Noun,,
consequens,11694,Adjective,,
arbitra,17604,Noun,,
obnitor,5675,Verb,,
contractio,13204,Noun,,
indolentia,14166,Noun,,
mactus,11694,Interjection,,
perspecto,17604,Verb,,
intentatus,10611,Adjective,,
malaxo,20965,Verb,,
digitulus,15606,Noun,,
tractator,20965,Noun,,
mancus,8017,Adjective,,
intepeo,14166,Verb,,
regelo,15606,Verb,,
animose,7827,Adverb,,
effeminatus,8017,Adjective,,
individuus,8421,Adjective,,
abstrudo,6116,Verb,,
rimor,4455,Verb,,
effractarius,20965,Noun,,
vomitus,12372,Noun,,
causarius,14166,Adjective,,
vomica,17604,Noun,,
despumo,10611,Verb,,
migratio,11694,Noun,,
scribonia,11694,Noun,,
interemptor,20965,Noun,,
emundo,20965,Verb,,
obscena,15606,Noun,,
spongia,6740,Noun,,
circumactus,14166,Noun,,
naumachia,14166,Noun,,
noxiosus,14166,Adjective,,
raptum,8902,Noun,,
adulterinus,10611,Adjective,,
man–suesco,6414,Verb,,
praetextum,13204,Noun,,
pompeianus,3477,Adjective,,
uticensis,10193,Adjective,,
inundatio,11694,Noun,,
flexura,14166,Noun,,
rigido,20965,Verb,,
enervis,9184,Adjective,,
praefringo,10193,Verb,,
cecssim,14166,Adverb,,
instinguo,7285,Verb,,
dahae,8216,Noun,,
retento,12372,Verb,,
pusula,11694,Noun,,
ulcusculum,20965,Noun,,
imperpetuus,20965,Adjective,,
praecipitatio,14166,Noun,,
refractarius,20965,Adjective,,
exsatio,13204,Verb,,
invia,13204,Noun,,
vector,4981,Noun,,
meliboeus,8902,Noun,,
compendiarium,20965,Noun,,
marceo,4585,Verb,,
missilia,20965,Noun,,
deploratio,17604,Noun,,
magnanimitas,10193,Noun,,
lautitia,8902,Noun,,
inesco,9485,Verb,,
obsolesco,7827,Verb,,
producta,20965,Noun,,
moderatrix,15606,Noun,,
detractio,11694,Noun,,
convenientia,11106,Noun,,
procinctus,11106,Noun,,
segnitia,8017,Noun,,
oscitatio,13204,Noun,,
contristo,6512,Verb,,
illaboratus,17604,Adjective,,
supplodo,20965,Verb,,
scabo,14166,Verb,,
improbabilis,20965,Adjective,,
destillatio,13204,Noun,,
phthisis,14166,Noun,,
inagitatus,20965,Adjective,,
inaestimabilis,11106,Adjective,,
trussellus,15606,Noun,,
metronax,17604,Noun,,
pythaules,20965,Noun,,
derisus,11694,Noun,,
vermis,7129,Noun,,
respectus,7285,Noun,,
indepravatus,20965,Adjective,,
dehortor,10611,Verb,,
pumilio,14166,Noun,,
colossus,11694,Noun,,
praecogito,17604,Verb,,
supparum,14166,Noun,,
adulator,9184,Noun,,
suasor,9796,Noun,,
summula,14166,Noun,,
calda,15606,Noun,,
commorior,14166,Verb,,
doricus,8421,Adjective,,
macellum,6882,Noun,,
boletatio,20965,Noun,,
sattia,17604,Noun,,
chiragra,14166,Noun,,
vertebra,17604,Noun,,
verminatio,17604,Noun,,
alienatio,10193,Noun,,
conquestio,14166,Noun,,
refectio,8216,Noun,,
varix,20965,Noun,,
sutor,7827,Noun,,
lucrinus,11694,Adjective,,
intepesco,14166,Verb,,
callosus,13204,Adjective,,
repositorium,10611,Noun,,
sorbitio,14166,Noun,,
quantuluslibet,17604,Pronoun,,
tauromenitanus,9796,Adjective,,
hephaestion,6882,Noun,,
adfabilis,10193,Adjective,,
enotesco,17604,Verb,,
sphaerimachia,20965,Noun,,
interpellator,17604,Noun,,
quantuscumque,6116,Pronoun,,
centunculus,10611,Noun,,
mango,11106,Noun,,
fascia,6740,Noun,,
prae–pondero,12372,Verb,,
talio,12372,Noun,,
ubilibet,15606,Adverb,,
compensatio,15606,Noun,,
expensum,7620,Noun,,
calumnior,8902,Verb,,
obrigesco,10611,Verb,,
detestabilis,5593,Adjective,,
emunio,13204,Verb,,
indifferens,8017,Adjective,,
concaleo,20965,Verb,,
aspernatio,15606,Noun,,
aeternum,8421,Adverb,,
dialecticus,11694,Adjective,,
veternosus,17604,Adjective,,
leonidas,14166,Noun,,
circumscriptio,10611,Noun,,
interrigatiuncula,20965,Noun,,
vulnerabilis,20965,Adjective,,
molaris,20965,Adjective,,
subula,14166,Noun,,
inefficax,9485,Adjective,,
introspicio,8659,Verb,,
progymnastes,20965,Noun,,
pharius,6619,Adjective,,
crisis,20965,Noun,,
hiera,20965,Noun,,
interiungo,14166,Verb,,
perplexus,8659,Adjective,,
impos (inp–),9796,Adjective,,
tillius,11106,Noun,,
cossus,9184,Noun,,
inexcitabilis,20965,Adjective,,
declamatio,8902,Noun,,
clitus,7285,Noun,,
ignoratio,8216,Noun,,
herculaneus,14166,Adjective,,
propinatio,14166,Noun,,
vinolentia,10193,Noun,,
importunitas,8421,Noun,,
argumentor,10611,Verb,,
favus,4869,Noun,,
conditura,15606,Noun,,
virentia,20965,Noun,,
fermentum,11694,Noun,,
libamentum,20965,Noun,,
perduro,9485,Verb,,
argumentatio,9796,Noun,,
cantor,9485,Noun,,
aeneator,17604,Noun,,
aggestus,15606,Noun,,
traductio,15606,Noun,,
pernicitas,7452,Noun,,
febricito,13204,Verb,,
apyrenum,20965,Noun,,
suffusio,15606,Noun,,
torvitas,15606,Noun,,
xenocrates,15606,Noun,,
speusippus,15606,Noun,,
inexsuperabilis,13204,Adjective,,
uterlibet,13204,Pronoun,,
controversiosus,20965,Adjective,,
cautio,6512,Noun,,
captivitas,5531,Noun,,
assicco,17604,Verb,,
rectrix,13204,Noun,,
domitor,6414,Noun,,
inserto,15606,Verb,,
cambyses,11694,Noun,,
propugnaculum,6414,Noun,,
subrigo,10193,Verb,,
cisterna,9796,Noun,,
balneolum,17604,Noun,,
numidicus,11106,Adjective,,
crusta,8216,Noun,,
circumlitio,20965,Noun,,
thasius,14166,Adjective,,
sudatio,20965,Noun,,
exsanio,17604,Verb,,
epitonium,20965,Noun,,
blattarius,20965,Adjective,,
quadrantarius,15606,Adjective,,
gregalis,11694,Adjective,,
recepto,8216,Verb,,
sacco,15606,Verb,,
pastillus,14166,Noun,,
buccillus,15606,Noun,,
gargonius,15606,Noun,,
aegialos,15606,Noun,,
milium,9184,Noun,,
rapum,12372,Noun,,
fimus,8421,Noun,,
pisatio,20965,Noun,,
novellus,10193,Adjective,,
abhorridus,20965,Adjective,,
capillamentum,12372,Noun,,
radicesco,20965,Verb,,
grandiscapius,20965,Adjective,,
cisterninus,20965,Adjective,,
paradoxum,17604,Noun,,
culcita,8659,Noun,,
paenula,8216,Noun,,
opertorium,20965,Noun,,
carica,15606,Noun,,
pulmentarium,11106,Noun,,
computator,20965,Noun,,
insterno,10611,Verb,,
tapetum,11106,Noun,,
censorius,15606,Noun,,
cantherius,11694,Noun,,
hippiperae,20965,Noun,,
caballus,7452,Noun,,
asturco,13204,Noun,,
tolutarius,17604,Adjective,,
lanista,6882,Noun,,
chelidon,7452,Noun,,
natalis,8017,Noun,,
inspurco,20965,Verb,,
quolibet,9485,Adverb,,
appendix,14166,Noun,,
cicada,7827,Noun,,
pulex,10193,Noun,,
sabaeus,7827,Adjective,,
sacrilegium,7452,Noun,,
portentosus,11694,Adjective,,
propositio,4981,Noun,,
antipater,6740,Noun,,
orbatio,20965,Noun,,
rudimentum,6414,Noun,,
enarratio,20965,Noun,,
modificatio,20965,Noun,,
efferus,6512,Adjective,,
geometres,11106,Noun,,
lati–fundium,15606,Noun,,
tabularius,17604,Noun,,
abrado,10611,Verb,,
usucapio,14166,Noun,,
quadratum,10611,Noun,,
statuarius,20965,Adjective,,
marmirarius,17604,Adjective,,
luctator,14166,Noun,,
vomitor,20965,Noun,,
litteratura,15606,Noun,,
pegma,12372,Noun,,
moralis,7452,Adjective,,
geometria,7620,Noun,,
supputo,17604,Verb,,
observatio,6216,Noun,,
mathematicus,8421,Noun,,
mathematica,20965,Noun,,
superficiarius,20965,Adjective,,
consectatio,20965,Noun,,
didymus,10193,Noun,,
aristarchus,12372,Noun,,
compungo,10193,Verb,,
apion,11106,Noun,,
odyssea,11106,Noun,,
praepisitio,20965,Noun,,
protagoras,11106,Noun,,
disputabilis,20965,Adjective,,
nausiphanes,17604,Noun,,
parmenides,15606,Noun,,
eleatis,20965,Adjective,,
pyrrhoneus,20965,Adjective,,
megaricus,17604,Adjective,,
eretrius,20965,Adjective,,
affectatio,12372,Noun,,
dossennus,15606,Noun,,
sophia,11694,Noun,,
structura,8902,Noun,,
monitio,8659,Noun,,
tripartio,11694,Verb,,
aratio,6882,Noun,,
resplendeo,9796,Verb,,
nauseo,10611,Verb,,
inexplebilis,8902,Adjective,,
beneficentia,9796,Noun,,
solo(n),7827,Noun,,
zaleucus,20965,Noun,,
charondas,20965,Noun,,
cavum,8421,Noun,,
vivarium,11694,Noun,,
sera,5458,Noun,,
tector,17604,Noun,,
decido,4981,Verb,,
fissilis,14166,Adjective,,
ramale,14166,Noun,,
viscum,11106,Noun,,
perula,15606,Noun,,
obiurgatio,8659,Noun,,
cubito,12372,Verb,,
versatilis,13204,Adjective,,
laquear,9796,Noun,,
im–penetrabilis,8902,Adjective,,
virgeus,13204,Adjective,,
syrticus,15606,Adjective,,
circito,20965,Verb,,
textor,13204,Noun,,
trama,17604,Noun,,
spatha,12372,Noun,,
textrinum,15606,Noun,,
succresco,11106,Verb,,
attritus,13204,Noun,,
minutia,14166,Noun,,
farina,6414,Noun,,
furnus,11694,Noun,,
sutrinum,20965,Noun,,
suspensura,20965,Noun,,
tubus,15606,Noun,,
perpeto,20965,Verb,,
initiamenta,20965,Noun,,
municipalis,8902,Adjective,,
anacharsis,14166,Noun,,
figulus,10611,Noun,,
vitrearius,20965,Noun,,
coctura,20965,Noun,,
propagatio,11694,Noun,,
superlabor,20965,Verb,,
perflatus,17604,Noun,,
lugdunensis,8421,Adjective,,
depascor,8216,Verb,,
aggravo,11106,Verb,,
suffoco,15606,Verb,,
erodo,20965,Verb,,
timagenes,12372,Noun,,
inausus,9796,Adjective,,
siremps,17604,Pronoun,,
olitio,20965,Noun,,
defringo,10611,Verb,,
igniculus,11694,Noun,,
alluceo,20965,Verb,,
inspectus,20965,Noun,,
titillatio,17604,Noun,,
pistris,13204,Noun,,
marcidus,7010,Adjective,,
arcula,11106,Noun,,
consummabilis,15606,Adjective,,
discingo,7452,Verb,,
tanusius,17604,Noun,,
ponderosus,15606,Adjective,,
spoliarium,17604,Noun,,
occaeco,14166,Verb,,
monitor,7827,Noun,,
percuro,13204,Verb,,
praeceptivus,17604,Adjective,,
catonianus,15606,Adjective,,
conitor,6032,Verb,,
reses,10611,Adjective,,
prologus,13204,Noun,,
dissuasio,17604,Noun,,
inclinabilis,20965,Adjective,,
phaedo(n),20965,Noun,,
scitum,9796,Noun,,
ablego,8659,Verb,,
suasio,13204,Noun,,
chirographum,7129,Noun,,
imprecatio,17604,Noun,,
pervello,12372,Verb,,
defectus,9796,Noun,,
perpurgõ,14166,Verb,,
ex(s)urdo,17604,Verb,,
strages,3679,Noun,,
hortator,9796,Noun,,
admirator,12372,Noun,,
paraeneticos,20965,Adjective,,
vernilitas,17604,Noun,,
obmutesco,8017,Verb,,
hippocrates,13204,Noun,,
themison,12372,Noun,,
contemplativus,15606,Adjective,,
dogma,6216,Noun,,
astronomia,17604,Noun,,
activus,14166,Adjective,,
titubatio,20965,Noun,,
palpitatio,20965,Noun,,
quassatio,17604,Noun,,
pyxis,5758,Noun,,
vastratix,20965,Noun,,
